popularity,budget,revenue,original_title,director,genres,production_companies,release_date,release_year
0.880268,0,6075,Barely Lethal,Kyle Newman,Adventure|Action|Comedy,A24,4/30/15,2015
0.874641,0,13192457,Macbeth,Justin Kurzel,History|Drama|War,Studio Canal|See-Saw Films|Creative Scotland|Film4|Anton Capital Entertainment (ACE),8/16/15,2015
0.872149,0,16775,Extraction,Steven C. Miller,Action|Thriller,Emmett/Furla Films|Oasis Films|Aperture Entertainment|Twirly Films Limited,12/18/15,2015
0.861179,0,0,Jenny's Wedding,Mary Agnes Donoghue,Comedy|Drama,MM Productions|Merced Media Partners|PalmStar Media,7/31/15,2015
0.848748,0,0,Descendants,Kenny Ortega,Music|Action|Adventure|Comedy|Family,Walt Disney Television,7/31/15,2015
0.843174,0,0,Tumbledown,Sean Mewshaw,Music|Romance|Comedy,Echo Films|Bron Studios|Hahnscape,4/18/15,2015
0.842202,0,30229977,Far from the Madding Crowd,Thomas Vinterberg,Romance|Drama,Fox Searchlight Pictures|DNA Films|BBC Films,5/1/15,2015
0.836941,0,3002884,The End of the Tour,James Ponsoldt,Drama,A24,7/31/15,2015
0.832487,10000000,85978266,The Second Best Exotic Marigold Hotel,John Madden,Drama|Comedy,Participant Media|Fox Searchlight|Blueprint Pictures,2/26/15,2015
0.829111,20000000,6420319,Little Boy,Alejandro Monteverde,Comedy|Drama|War,Metanoia Films,4/23/15,2015
0.821443,0,0,LEGO DC Comics Super Heroes: Justice League vs. Bizarro League,Brandon Vietti,Action|Adventure|Animation|Family,Warner Bros. Animation,2/10/15,2015
0.820691,0,1986615,Remember,Atom Egoyan,Drama|Thriller,Serendipity Point Films|Egoli Tossell Film AG,10/23/15,2015
0.814206,37000000,26250020,Aloha,Cameron Crowe,Adventure|Comedy|Romance,Columbia Pictures|Vinyl Films|Regency Enterprises|Sony Pictures Entertainment (SPE)|RatPac Entertainment,5/27/15,2015
0.813893,26000000,0,Accidental Love,David O. Russell|Stephen Greene,Romance|Comedy,K. JAM Media,2/10/15,2015
0.810667,0,0,Halo: The Fall of Reach,Ian Kirby,Action|Animation|Science Fiction,343 Industries|The Sequence Group,10/27/15,2015
0.795762,28000000,7002261,Our Brand Is Crisis,David Gordon Green,Drama|Comedy,Participant Media|Smokehouse Pictures,9/11/15,2015
0.792471,0,0,Into the Forest,Patricia Rozema,Drama|Science Fiction,Rhombus Media|Bron Studios,6/3/15,2015
0.787969,0,231737,The Invitation,Karyn Kusama,Thriller,Pandastorm Pictures,3/13/15,2015
0.781809,0,0,The Benefactor,Andrew Renzi,Drama,KSM,4/17/15,2015
0.773909,0,0,Open Season: Scared Silly,David Feiss,Animation|Comedy|Family|Adventure,Sony Pictures Animation,12/31/15,2015
0.77107,0,134552,Cop Car,Jon Watts,Thriller,Park Pictures|Audax Films|Dark Arts Film|End Cue,8/7/15,2015
0.768138,0,0,Mojave,William Monahan,Thriller,Atlas Independent|Henceforth Pictures|Highland Film Group|MICA Entertainment,4/18/15,2015
0.758133,0,3214116,Sleeping with Other People,Leslye Headland,Comedy,Sidney Kimmel Entertainment|Gary Sanchez Productions|IM Global,6/26/15,2015
0.747541,11000000,0,Forsaken,Jon Cassar,Western|Drama,Minds Eye Entertainment|Panacea Entertainment|Moving Pictures Media,9/16/15,2015
0.738404,0,8413144,Amy,Asif Kapadia,Documentary|Music,On The Corner Films|Universal Music,7/3/15,2015
0.7299,0,0,Madame Bovary,Sophie Barthes,Drama,A Company Filmproduktionsgesellschaft|Aleph Motion Pictures|Aden Film,6/4/15,2015
0.719407,0,0,The Hallow,Corin Hardy,Fantasy|Horror,Prescience|Bord Scannan na hEireann / Irish Film Board|Fantastic Films|Altitude Film Entertainment|Occupant Entertainment,11/6/15,2015
0.714131,0,0,Barbie in Princess Power,Zeke Norton,Family|Animation,Mattel Playground Productions,1/29/15,2015
0.707355,0,0,Howl,Paul Hyett,Horror,Starchild Pictures,10/1/15,2015
0.706023,7000000,573335,Freeheld,Peter Sollett,Romance|Drama,Double Feature Films|Endgame Entertainment|High Frequency Entertainment,10/2/15,2015
0.70137,0,0,Man Up,Ben Palmer,Romance|Comedy,Big Talk Productions|StudioCanal,5/29/15,2015
0.699932,3000000,695269,Love,Gaspar NoÃ©,Drama|Romance,Wild Bunch|Les CinÃ©mas de la Zone|Rectangle Productions|Scope Pictures|RT Features,7/6/15,2015
0.69957,9600000,2541554,Truth,James Vanderbilt,Drama,Echo Lake Entertainment|RatPac Entertainment|Mythology Entertainment (II),9/12/15,2015
0.696184,0,0,Return to Sender,Fouad Mikati,Thriller,Voltage Pictures|Arrow Films|Boo Pictures,5/31/15,2015
0.690479,10000000,10835752,Danny Collins,Dan Fogelman,Comedy|Drama|Music,Big Indie Pictures|ShivHans Pictures,3/20/15,2015
0.689579,15000000,3020664,Rock the Kasbah,Barry Levinson,Comedy|Music|War,Shangri-La Entertainment|QED International|Dune Films|Venture Forth,10/22/15,2015
0.689571,2240000,0,Fathers and Daughters,Gabriele Muccino,Drama,Andrea Leone Films|Fear of God Films|Busted Shark Productions,10/1/15,2015
0.673792,1000000,14444999,"Hello, My Name Is Doris",Michael Showalter,Comedy|Drama|Romance,Red Crown Productions|Haven Entertainment,11/27/15,2015
0.669351,13000000,1784763,The Vatican Tapes,Mark Neveldine,Thriller|Horror,Lakeshore Entertainment|Lionsgate|H2F Entertainment|Pantelion Films,7/24/15,2015
0.661471,8000000,1411927,99 Homes,Ramin Bahrani,Drama,Imagenation Abu Dhabi FZ|Hyde Park Entertainment|Broad Green Pictures|Noruz Films,9/25/15,2015
0.661163,14000000,12314651,Hot Tub Time Machine 2,Steve Pink,Comedy,Paramount Pictures|Metro-Goldwyn-Mayer (MGM),2/20/15,2015
0.654335,0,0,Knight of Cups,Terrence Malick,Romance|Drama,Waypoint Entertainment|Dogwood Films,9/10/15,2015
0.654046,4000000,143101,Manglehorn,David Gordon Green,Drama,Worldview Entertainment,6/3/15,2015
0.649628,0,0,Mississippi Grind,Ryan Fleck|Anna Boden,Drama,Electric City Entertainment|Sycamore Pictures|Gowanus Projections,7/4/15,2015
0.644786,0,0,400 Days,Matt Osterman,Mystery|Science Fiction|Thriller,New Artists Alliance,10/29/15,2015
0.640151,0,0,Lava,James Ford Murphy,Animation|Comedy|Family|Fantasy|Music,Pixar Animation Studios,6/19/15,2015
0.638557,0,0,Air,Christian Cantamessa,Thriller|Science Fiction,Automatik Entertainment|Circle of Confusion|Skybound Entertainment,8/14/15,2015
0.633608,0,0,Riot,John Lyde,Action,Mainstay Productions,9/27/15,2015
0.629561,0,0,Septembers of Shiraz,Wayne Blair,Drama|Thriller,Eclectic pictures|AMBI Group,9/15/15,2015
0.607124,0,8034,Every Thing Will Be Fine,Wim Wenders,Drama,Neue Road Movies|Film i VÃ¤st|Montauk Productions|GÃ¶ta Film,4/2/15,2015
0.606113,0,0,Extinction,Miguel Ãngel Vivas,Drama|Horror|Science Fiction,Vaca Films|La Ferme! Productions|Laokoon Filmgroup|Ombra Films|TelefÃ³nica Studios,8/7/15,2015
0.604928,0,0,The Childhood of a Leader,Brady Corbet,Mystery|Drama|Horror,Hepp Film|Bow and Arrow Entertainment|FilmTeam|Bron Capital Partners,9/2/15,2015
0.602165,8000000,35991087,A Walk in the Woods,Ken Kwapis,Drama|Adventure|Comedy,Wildwood Enterprises|Route One Films,9/2/15,2015
0.599751,0,0,Clown,Jon Watts,Horror,Zed Filmworks|Cross Creek Pictures|Vertebra Films|PS 260,3/2/15,2015
0.599655,3300000,64110728,The Lazarus Effect,David Gelb,Thriller|Horror,Lionsgate|Blumhouse Productions|Chapter One Films,1/29/15,2015
0.589472,0,0,Batman vs. Robin,Jay Oliva,Action|Adventure|Animation,Warner Bros. Animation|DC Entertainment,4/14/15,2015
0.586735,8000000,0,Careful What You Wish For,Elizabeth Allen Rosenbaum,Thriller,Hyde Park Entertainment|Troika Pictures|Amasia Entertainment|Merced Media Partners|Roberi Media,5/6/15,2015
0.584363,0,0,Racing Extinction,Louie Psihoyos,Adventure|Documentary,,1/24/15,2015
0.577814,35000000,14431253,Unfinished Business,Ken Scott,Comedy,Studio Babelsberg|Regency Enterprises|Escape Artists|New Regency Pictures,3/5/15,2015
0.570744,2000000,45431,Lost River,Ryan Gosling,Fantasy|Thriller,Bold Films|Marc Platt Productions|Phantasma,4/8/15,2015
0.569443,0,0,Cobain: Montage of Heck,Brett Morgen,Music|Documentary,HBO Documentary Films|Public Road Productions,3/23/15,2015
0.561032,0,0,Hyena Road,Paul Gross,War|Drama,Rhombus Media|International Traders|Buffalo Gal Pictures|Whizbang Films|Triple 7 Films,10/9/15,2015
0.560744,7000000,0,Criminal Activities,Jackie Earle Haley,Thriller|Crime|Drama,NeeNee Productions|Capacity Pictures|May Day Movies,11/20/15,2015
0.560423,12000000,0,Life,Anton Corbijn,Drama,See-Saw Films,7/24/15,2015
0.553238,0,45710059,"McFarland, USA",Niki Caro,Drama,Walt Disney Pictures|Mayhem Pictures,2/20/15,2015
0.548587,0,0,Backtrack,Michael Petroni,Horror|Mystery,Head Gear Films|Screen Australia|Metrol Technology|Bankside Films,7/25/15,2015
0.547827,0,0,X+Y,Morgan Matthews,Drama,Original Pictures|Head Gear Films|Minnow Films,3/13/15,2015
0.546458,3000000,0,Home Sweet Hell,Anthony Burns,Drama|Comedy,Darko Entertainment|Passcode Entertainment|Donnybrook4 Productions,3/13/15,2015
0.542568,6000000,0,Ooops! Noah is Gone...,Toby Genkel|Sean McCormack,Animation|Adventure|Comedy,Skyline Entertainment|Moetion Films|Ulysses Filmproduktion|Fabrique d'images,4/9/15,2015
0.5327,0,0,The Unspoken,Sheldon Wilson,Thriller|Horror,Lighthouse Pictures|Sapphire Fire Limited,10/24/15,2015
0.532239,0,0,Hot Girls Wanted,Jill Bauer|Ronna Gradus,Documentary,Two to Tangle Productions,5/29/15,2015
0.532205,100000,42664410,The Gallows,Travis Cluff|Chris Lofing,Horror|Thriller,New Line Cinema|Blumhouse Productions|Management 360|Tremendum Pictures,7/10/15,2015
0.52985,0,0,Dirty Weekend,Neil LaBute,Drama|Comedy,Horsethief Pictures,9/4/15,2015
0.527957,0,0,I Spit on Your Grave III: Vengeance is Mine,R.D. Braunstein,Horror|Thriller,Cinetel Films,10/9/15,2015
0.526642,0,0,Experimenter,Michael Almereyda,History|Drama,FJ Productions|BB Film Productions,10/16/15,2015
0.524315,10000000,3334927,By the Sea,Angelina Jolie,Drama|Romance,Plan B Entertainment|Jolie Pas|Pellikola,11/12/15,2015
0.52025,0,0,Woodlawn,Andrew Erwin|Jon Erwin,Drama,Sony Pictures,10/16/15,2015
0.516954,0,0,The Hollow,Sheldon Wilson,Horror|TV Movie,Sonar Entertainment,10/24/15,2015
0.515401,0,0,Visions,Kevin Greutert,Thriller|Horror,Blumhouse Productions|Chapter One Films,8/28/15,2015
0.514735,0,1236094,Beyond the Mask,Chad Burns,Action,Burns Family Studios,4/6/15,2015
0.513386,0,0,I Am Here,Anders Morgenthaler,Drama|Thriller,Zentropa Entertainments,6/12/15,2015
0.50732,0,0,Wild Horses,Robert Duvall,Crime|Drama,Patriot Pictures,6/5/15,2015
0.504828,0,0,Pressure,Ron Scalpello,Drama|Thriller,Isle of Man Film|Bigscope Films|Pinewood Pictures,6/4/15,2015
0.502489,0,0,Hidden,Ross Duffer|Matt Duffer,Thriller|Horror,Primal Pictures|Warner Bros.,9/15/15,2015
0.497265,0,157768,Hell & Back,Tom Gianas|Ross Shuman,Fantasy|Comedy|Animation,Freestyle Releasing|ShadowMachine Films,10/2/15,2015
0.486351,21000000,0,Robot Overlords,Jon Wright,Adventure|Science Fiction|Action,British Film Institute (BFI)|Northern Ireland Screen|Pinewood Studios|British Film Company|Tempo Productions Limited,1/29/15,2015
0.482422,0,0,The Man with the Iron Fists 2,Roel ReinÃ©,Action,Living Films|Arcade Pictures|Iron Fists,3/10/15,2015
0.47784,0,0,LEGO DC Comics Super Heroes: Justice League: Attack of the Legion of Doom!,Rick Morales,Action|Adventure|Animation|Family,Warner Bros. Animation,8/25/15,2015
0.476341,0,0,Crown for Christmas,Alex Zamm,TV Movie,,11/27/15,2015
0.475473,0,0,Spare Parts,Sean McNamara,Action|Drama|Family,Brookwell-McNamara Entertainment|Pantelion Film|Televisa|Circle of Confusion,1/16/15,2015
0.474788,0,0,The World Made Straight,David Burris,Drama,Myriad Pictures|Dreambridge Films|Bifrost Pictures,1/9/15,2015
0.474626,0,0,Last Shift,Anthony DiBlasi,Horror|Thriller,Skyra Entertainment,10/6/15,2015
0.473344,0,0,Frankenstein,Bernard Rose,Horror|Thriller,Eclectic pictures|Summerstorm Entertainment|Bad Badger,11/3/15,2015
0.471393,0,0,Cartel Land,Matthew Heineman,Drama|Documentary,The Documentary Group|Our Time Projects,7/3/15,2015
0.471091,20000000,0,Superfast!,Jason Friedberg|Aaron Seltzer,Comedy,The Safran Company|3 in the Box,3/5/15,2015
0.470991,0,0,Moonwalkers,Antoine Bardou-Jacquet,Comedy,Nexus Factory|Partizan Films|Potemkin Productions,3/14/15,2015
0.470124,0,0,Chi-Raq,Spike Lee,Music|Drama|Crime|Comedy,40 Acres & A Mule Filmworks|Amazon Studios,12/4/15,2015
0.467556,5300000,0,Bad Asses on the Bayou,Craig Moss,Comedy|Action,Sense and Sensibility Ventures|Silver Nitrate,3/6/15,2015
0.465707,0,13603453,Strange Magic,Gary Rydstrom,Music|Animation|Family|Fantasy,Lucasfilm|Touchstone Pictures,1/23/15,2015
0.46209,9000000,21571189,Black or White,Mike Binder,Drama,Treehouse Pictures,1/30/15,2015
0.459597,0,0,Dead Rising,Zach Lipovsky,Horror|Science Fiction,Di Bonaventura Pictures|Contradiction Films|Dead Rising Productions|Legendary Digital Media,3/27/15,2015
0.454151,0,0,Deathgasm,Jason Lei Howden,Comedy|Horror,The New Zealand Film Commission|Timpson Films|MPI Media Group|Metalheads,8/28/15,2015
0.452939,0,0,Justice League: Gods and Monsters,Sam Liu,Action|Animation|Fantasy,DC Comics|Warner Bros. Animation,7/28/15,2015
0.450872,13000000,1646788,I Saw the Light,Marc Abraham,Drama|Music,Bron Studios|RatPac Entertainment,9/11/15,2015
0.45016,0,316472,Good Kill,Andrew Niccol,Action|Drama|Thriller,Voltage Pictures|Sobini Films|Dune Films,4/9/15,2015
0.444265,0,0,Southbound,Roxanne Benjamin|David Bruckner|Patrick Horvath|Chad Villella|Matt Bettinelli-Olpin|Tyler Gillett|Justin Martinez|Radio Silence,Fantasy|Thriller|Horror|Science Fiction,Willowbrook Regent Films,9/17/15,2015
0.444193,0,0,Star Trek: Renegades,Tim Russ,Action|Science Fiction|Adventure|Fantasy,ST Renegades,8/1/15,2015
0.443525,0,0,The Boy,Craig Macneill,Thriller|Drama|Horror,Chiller Films|SpectreVision,8/14/15,2015
0.442835,0,0,Riley's First Date?,Josh Cooley,Animation|Family,Walt Disney Pictures|Pixar Animation Studios,11/3/15,2015
0.442427,0,3286448,The Program,Stephen Frears,Drama,StudioCanal|Working Title Films,9/16/15,2015
0.442067,0,0,Lila & Eve,Charles Stone III,Thriller|Drama,A&E Television Networks|ChickFlick Productions|Lifetime Productions,7/31/15,2015
0.441882,0,0,The Final Girls,Todd Strauss-Schulson,Horror|Comedy,Groundswell Productions|Ulterior Productions|Studio Solutions,10/9/15,2015
0.441402,0,0,He Never Died,Jason Krawczyk,Thriller|Horror|Comedy|Drama,Alternate Ending Studios|108 Media,3/17/15,2015
0.439598,0,0,A Very Murray Christmas,Sofia Coppola,Comedy|Music,American Zoetrope|South Beach Productions|Departed Productions,12/4/15,2015
0.438409,0,0,Kill Your Friends,Owen Harris,Thriller|Comedy|Crime,Altitude Film Entertainment|AI-Film|Unigram,11/6/15,2015
0.437088,0,0,Battle For SkyArk,Simon Hung,Family|Science Fiction|Action|Adventure,Mr.Monster,5/18/15,2015
0.435582,5000000,2333684,Jem and the Holograms,Jon M. Chu,Drama|Music|Adventure|Fantasy,Universal Pictures|Blumhouse Productions|Hasbro Studios|Allspark Pictures,10/22/15,2015
0.433073,0,0,The Adderall Diaries,Pamela Romanowsky,Thriller|Action|Drama,RabbitBandini Productions|Windowseat Films,4/16/15,2015
0.429892,10000000,0,Grizzly,David Hackl,Action|Horror|Thriller,Purple Pictures|Paul Schiff Productions|Indomitable Entertainment,2/27/15,2015
0.427116,0,0,Where to Invade Next,Michael Moore,Documentary,Dog Eat Dog Films|IMG Films,12/23/15,2015
0.424813,6000000,90777,Beasts of No Nation,Cary Fukunaga,Drama|War,Participant Media|Focus Features|Red Crown Productions,9/11/15,2015
0.423161,0,0,A Christmas Horror Story,Grant Harvey|Steven Hoban|Brett Sullivan,Horror,Copperheart Entertainment,10/2/15,2015
0.42179,0,0,Sunset Song,Terence Davies,Drama,Iris productions|Hurricane Films|SellOutPictures,12/4/15,2015
0.429756,0,4505,Synchronicity,Jacob Gentry,Thriller|Mystery|Science Fiction,Pop Films|Soapbox Films,7/22/15,2015
0.417191,0,0,12 Gifts of Christmas,Peter Sullivan,Family|TV Movie,,11/26/15,2015
0.415041,0,0,The Pack,Nick Robertson,Thriller|Horror,Kojo Pictures|Lightning Entertainment|Screen Australia|ProdigyMovies|IFC Midnight,8/5/15,2015
0.414913,3000000,3387000,Demonic,Will Canon,Thriller|Horror,Icon Entertainment International|Dimension Films|First Point Entertainment|IM Global,2/12/15,2015
0.370258,0,0,The Girl in the Photographs,Nick Simon,Crime|Horror|Thriller,,9/14/15,2015
0.412877,0,0,The Legend of Barney Thomson,Robert Carlyle,Thriller|Drama|Comedy,Sigma Films Ltd.|Trinity Works Entertainment|Latitude Media,7/24/15,2015
0.412503,1000000,0,The Duke of Burgundy,Peter Strickland,Drama,Pioneer Pictures|Rook Films,1/23/15,2015
0.409698,0,0,88,April Mullen,Thriller|Action,WANGO Films,1/6/15,2015
0.405095,0,0,The Girl in the Book,Marya Cohn,Drama,Varient Busted Buggy Entertainmen,6/13/15,2015
0.404511,0,0,Avengers Grimm,Jeremy M. Inman,Fantasy|Action|Adventure,The Asylum,3/17/15,2015
0.402236,447524,771317,The D Train,Andrew Mogel|Jarrad Paul,Drama|Comedy,Ealing Studios|Electric Dynamite|Rip Cord Productions|Londinium Films,5/8/15,2015
0.250209,0,0,The Lion Guard: Return of the Roar,Howy Parkins,Family|TV Movie|Animation,Walt Disney Television Animation,11/22/15,2015
0.399947,0,228136,A Royal Night Out,Julian Jarrold,Thriller|Romance|Drama,Ecosse Films|Scope Pictures|Filmgate Films,5/14/15,2015
0.398982,0,0,Parallels,Christopher Leone,Science Fiction|Action,Fox Digital Studios,3/1/15,2015
0.396791,0,830129,Born to Be Blue,Robert Budreau,Drama|Music,New Real Films|Lumanity Production,9/13/15,2015
0.394466,1950000,0,The Marine 4: Moving Target,William Kaufman,Thriller|Action,WWE Studios,4/10/15,2015
0.393642,0,0,Tales of Halloween,Darren Lynn Bousman|Axelle Carolyn|Adam Gierasch|Andrew Kasch|Neil Marshall|Lucky McKee|Ryan Schifrin|Mike Mendez|Dave Parker|John Skipp|Paul Solet,Horror,Epic Pictures Group|Film Entertainment Services,10/16/15,2015
0.393566,1000000,0,Blunt Force Trauma,Ken Sanzel,Adventure|Action,ETA films,10/5/15,2015
0.391326,0,0,Operator,Obin Olson|Amariah Olson,Thriller|Action|Drama,Status Media & Entertainment|DV3 Productions|The Forgery|GA2 Productions,8/21/15,2015
0.386529,0,0,The Human Centipede 3 (Final Sequence),Tom Six,Horror,Six Entertainment,5/22/15,2015
0.383406,0,49970,Spring,Aaron Moorhead|Justin Benson,Horror|Romance|Science Fiction,XYZ Films,3/20/15,2015
0.383183,0,0,The Intruders,Adam Massey,Thriller,Darius Films,2/24/15,2015
0.382997,0,0,We Are Still Here,Ted Geoghegan,Horror,Dark Sky Films|Snowfort Pictures,6/5/15,2015
0.71289,0,0,Monster High: Haunted,Dan Fraga|William Lau,Animation|Family|Fantasy,Mattel Playground Productions,3/2/15,2015
0.378836,0,0,3-Headed Shark Attack,Christopher Ray,Science Fiction|Action|Horror,The Asylum|Syfy,7/20/15,2015
0.37668,0,0,Navy Seals vs. Zombies,Stanton Barrett,Horror|Action,Hollywood Media Bridge|Throne Productions,10/8/15,2015
0.411416,0,0,Wrecker,Michael Bafaro,Thriller|Action|Horror,IW Wrecker Productions,11/6/15,2015
0.374853,0,0,The Escort,Will Slocombe,Comedy|Romance,Skyhook Productions|Cloverhill Pictures|Perspective Productions,6/15/15,2015
0.372889,0,0,Martyrs,Kevin Goetz|Michael Goetz,Drama|Horror|Thriller,Blumhouse Productions|The Safran Company|Temple Hill Entertainment,12/31/15,2015
